Age,Job,Marital_Status,Education,Default_On_Payments,Housing,Loan,Contact,Last_Int_Duration,Int_Nr_Campaign,Passed_Days_Last_Int,Int_Prior_Campaign,Last_Campaign_Outcome,Rate_Change_Employment,Cons_Price_Idx,Cons_Conf_Idx,Euribor_3_Months,Nr_Employed,Product_Or_Service,Date,Contact_Year,Contact_Month,Contact_Day,Quarter,Income,Customer_Seniority,Numwebvisitsmonth,Total_Children,Customer_Seniority_Days,Id
57.0,blue-collar,married,basic_4_years,No,No,No,cellular,324,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-08-12,2019,8,Monday,3,110458,2012-11-14,15,2,777,f2ab67a9-1954-4b46-a23d-b72d7d1a1e03
40.0,entrepreneur,married,university_degree,No,No,No,cellular,68,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-06-09,2019,6,Sunday,2,6131,2012-01-20,5,2,1076,bdea294a-a8d5-4299-8ce8-3b7c6bedea94
24.0,self-employed,single,professional_course,No,Yes,No,cellular,61,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-02-16,2019,2,Saturday,1,88692,2012-07-07,8,2,907,6e6b5efe-fb9f-44ed-bb29-cbfbb569494f
39.0,technician,divorced,university_degree,No,No,No,cellular,179,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-04-12,2016,4,Tuesday,2,166585,2012-03-02,29,2,1034,feeffe77-d812-4174-ae3b-9d1b3e7360b3
30.0,admin.,single,university_degree,No,Yes,No,cellular,243,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-02-19,2017,2,Sunday,1,159229,2012-02-26,27,3,1039,a7c57b8a-0698-45d2-8dfb-6402cf9c4af8
31.0,technician,single,university_degree,No,Yes,No,cellular,90,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-02-17,2017,2,Friday,1,170582,2012-05-28,9,3,947,fe89e52a-a5f9-4c80-8c3e-bb672182f421
50.0,blue-collar,married,basic_4_years,No,Yes,No,cellular,611,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,1,2015-05-03,2015,5,Sunday,2,147931,2012-03-26,16,0,1010,db464da8-176e-41a0-aa6d-7a918dd7a287
30.0,admin.,single,university_degree,No,Yes,No,telephone,256,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-08-24,2016,8,Wednesday,3,162311,2012-11-06,32,2,785,1d460e24-8b0a-46f6-89da-55ab807c5bbb
56.0,,single,basic_9_years,No,No,No,cellular,102,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-11-19,2018,11,Monday,4,12970,2012-02-12,25,2,1053,6a7a4ebb-35fe-4c5d-9e9a-a4f6cd0ec937
43.0,admin.,married,high_school,No,No,No,cellular,41,2,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2018-04-06,2018,4,Friday,2,24789,2012-09-10,8,3,842,0dde441d-16ac-40b8-9ed1-ca9d1d3dbbcc
31.0,admin.,single,basic_9_years,No,No,No,cellular,221,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-11-14,2016,11,Monday,4,18713,2012-07-22,3,0,892,072898de-7328-4c52-9c10-6e69e02d364b
39.0,admin.,divorced,high_school,No,Yes,No,cellular,329,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-05-04,2016,5,Wednesday,2,78201,2012-11-11,23,2,780,0cee586b-22d2-47ae-a305-394ad9dc4704
31.0,entrepreneur,married,university_degree,No,No,No,cellular,97,2,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2017-05-28,2017,5,Sunday,2,50577,2012-01-30,2,3,1066,914ca8aa-2287-41bb-8e09-0a2ed5ee507a
39.0,blue-collar,married,basic_9_years,No,No,No,cellular,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-07-18,2018,7,Wednesday,3,172692,2012-06-14,13,4,930,057e3c91-d126-4655-8030-c51e56371d27
39.0,technician,single,basic_9_years,No,Yes,No,cellular,227,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-02-20,2019,2,Wednesday,1,169840,2012-03-23,30,2,1013,cedff936-894f-4d48-b28e-15f01fdab1cc
45.0,management,married,university_degree,No,Yes,Yes,cellular,56,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-12-10,2018,12,Monday,4,89867,2012-05-07,8,1,968,5034773e-93fb-41fe-8146-f73378c73cab
32.0,blue-collar,married,basic_9_years,No,No,Yes,cellular,102,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-09-02,2016,9,Friday,3,120586,2012-06-06,8,2,938,8b8f645b-4dd3-41c0-82fa-fdb9b82d4433
27.0,unemployed,single,university_degree,No,Yes,No,telephone,158,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-11-01,2016,11,Tuesday,4,155350,2012-11-02,32,0,789,9642abca-aecc-49a7-9d37-d2e059c1d68b
39.0,blue-collar,divorced,basic_9_years,No,No,Yes,cellular,194,2,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2018-11-07,2018,11,Wednesday,4,111029,2012-10-21,19,2,801,f4833e97-4bf9-4c8d-b48c-53ce15e31025
33.0,entrepreneur,married,university_degree,No,Yes,Yes,cellular,285,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-05-31,2016,5,Tuesday,2,159342,2012-03-08,18,0,1028,f62f34eb-c4e2-4d13-b883-1840bffba81d
43.0,admin.,married,high_school,No,Yes,No,cellular,231,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-02-17,2015,2,Tuesday,1,22489,2012-03-12,31,2,1024,cabf6f0b-2ff0-4dc7-a40e-161e02756d9c
56.0,,single,basic_9_years,No,No,Yes,cellular,53,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-10-30,2016,10,Sunday,4,10857,2012-05-19,18,2,956,7da44ce7-1422-41b0-8994-c3001401ce6f
39.0,blue-collar,single,high_school,No,Yes,Yes,cellular,276,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-02-14,2016,2,Sunday,1,142392,2012-08-15,26,2,868,8c9c002f-5367-422f-9cda-27ec6ba28f02
27.0,services,single,high_school,No,No,No,cellular,505,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-07-16,2018,7,Monday,3,43835,2012-08-27,15,4,856,75588f6d-d106-4526-8290-2051e0a35e95
51.0,admin.,divorced,university_degree,No,,,cellular,178,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-12-12,2018,12,Wednesday,4,142997,2012-05-17,1,4,958,e57ec6a9-7319-4c74-be89-6c46e895dd82
31.0,technician,single,university_degree,No,No,No,telephone,211,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-11-08,2018,11,Thursday,4,86041,2012-07-09,20,3,905,97abbf9b-f54d-47c9-a385-5bc98b31c067
33.0,entrepreneur,married,university_degree,No,Yes,No,cellular,116,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-01-30,2016,1,Saturday,1,110583,2012-03-18,31,2,1018,9ed1e45d-35dd-47f3-9c10-abcf3e2b2c3a
25.0,technician,single,university_degree,No,No,No,cellular,135,3,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2015-07-16,2015,7,Thursday,3,77961,2012-04-01,6,2,1004,2994e768-a68e-4ac9-8411-c2661cbb5cae
40.0,admin.,single,high_school,No,Yes,No,cellular,172,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-12-05,2017,12,Tuesday,4,118615,2012-02-15,3,1,1050,b43b2c8b-868a-4f4b-a285-f2f07fbd33cb
39.0,admin.,divorced,basic_9_years,No,No,No,cellular,47,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-04-04,2016,4,Monday,2,89540,2012-08-02,8,1,881,9e842cb7-6c31-41b7-9ad3-10c0fa0d2eb4
39.0,self-employed,married,university_degree,No,No,No,cellular,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2016-10-10,2016,10,Monday,4,24349,2012-03-28,11,3,1008,72c742fe-fdc5-4ea7-8ae3-f8d1a2f880ec
39.0,admin.,married,high_school,No,No,No,cellular,367,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-05-23,2016,5,Monday,2,106518,2012-08-02,22,2,881,909fd435-c010-48bf-b78d-3f8891974d7b
25.0,blue-collar,single,basic_9_years,No,Yes,No,cellular,244,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-12-22,2018,12,Saturday,4,156808,2012-03-08,21,4,1028,ebae21d8-cea1-4c29-9a24-b4963160861a
39.0,entrepreneur,married,university_degree,No,Yes,Yes,cellular,103,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-03-28,2017,3,Tuesday,1,83051,2012-05-12,2,1,963,136bc682-c913-4a3a-b08f-c52267df55f8
33.0,admin.,married,university_degree,No,No,No,cellular,158,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-11-18,2017,11,Saturday,4,79322,2012-02-27,27,4,1038,857e23eb-aea9-490e-bd2b-81b8d9a02804
33.0,entrepreneur,married,university_degree,No,No,No,cellular,611,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-09-27,2017,9,Wednesday,3,18695,2012-07-25,12,3,889,a328fc57-4286-4c51-b42f-a55a8569d1f7
53.0,self-employed,married,university_degree,No,Yes,No,cellular,78,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-10-31,2015,10,Saturday,4,168932,2012-12-10,5,3,751,9b2959af-65de-4a95-a5b0-de2b77e35279
39.0,services,single,high_school,No,Yes,No,cellular,306,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-09-08,2017,9,Friday,3,59749,2012-10-28,4,2,794,6d20f9d6-3b48-4ab8-be1d-260fe9786ca6
26.0,blue-collar,divorced,high_school,No,No,No,telephone,79,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-12-11,2018,12,Tuesday,4,94975,2012-08-09,2,1,874,fa6dc9ef-1232-4947-acfe-aeb32ef667e4
26.0,blue-collar,single,high_school,No,Yes,Yes,cellular,110,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-04-19,2018,4,Thursday,2,178182,2012-05-31,10,1,944,34883fd4-154a-496e-b0e4-faa50e7c5583
39.0,services,married,professional_course,No,Yes,No,cellular,751,2,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,1,2019-09-16,2019,9,Monday,3,124628,2012-03-09,6,1,1027,4e0d5a6f-2167-415c-8b98-1c790d33904b
35.0,blue-collar,married,high_school,No,Yes,Yes,cellular,289,3,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2019-12-27,2019,12,Friday,4,69965,2012-11-07,18,3,784,11e37a84-efdc-4e8a-99df-bf2ba3c0aaec
31.0,housemaid,married,high_school,No,Yes,No,cellular,126,6,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2018-06-18,2018,6,Monday,2,20026,2012-09-13,5,1,839,4cc8022f-d08a-4832-940f-3bad2aaad642
29.0,management,single,university_degree,No,Yes,No,cellular,84,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-06-17,2018,6,Sunday,2,64444,2012-05-29,28,0,946,4c62a95f-b5e1-4efa-9dcf-f7abf460d233
48.0,blue-collar,single,basic_6_years,No,Yes,No,cellular,297,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-03-27,2016,3,Sunday,1,166323,2012-05-07,12,3,968,fab5f70f-568d-4a50-912b-870e81dc8fa6
30.0,technician,single,professional_course,No,No,No,cellular,66,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-11-17,2018,11,Saturday,4,32270,2012-04-23,20,3,982,afcfc4bf-27db-4475-94e8-ce2fb9abe9b2
31.0,admin.,single,high_school,No,Yes,No,telephone,120,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-05-16,2018,5,Wednesday,2,60488,2012-09-18,14,4,834,8dcb3f4d-e54f-444a-8329-284d1cbe01f1
33.0,technician,divorced,professional_course,No,Yes,No,cellular,72,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-08-21,2015,8,Friday,3,102989,2012-05-23,18,2,952,af017f57-0690-41f3-9e40-8ca328812bcc
31.0,housemaid,married,high_school,No,Yes,No,cellular,64,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-07-24,2018,7,Tuesday,3,117324,2012-07-07,23,0,907,5fae5b64-7296-4c31-a65c-21867c23642d
31.0,entrepreneur,married,university_degree,No,Yes,No,cellular,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2016-03-06,2016,3,Sunday,1,87967,2012-05-19,26,3,956,68211a06-4df7-4cb2-b8bb-ad1056e5d5e9
22.0,housemaid,single,high_school,No,Yes,Yes,cellular,767,12,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2019-10-07,2019,10,Monday,4,135960,2012-05-08,22,3,967,525e5951-6a54-4913-aeff-a953aaf84c9b
56.0,,single,basic_9_years,No,No,Yes,cellular,329,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-10-16,2017,10,Monday,4,135092,2012-02-23,30,3,1042,998025ab-70a0-4f45-a697-a389aa60a439
35.0,admin.,married,high_school,No,No,Yes,cellular,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-05-04,2019,5,Saturday,2,162386,2012-02-10,29,1,1055,042eb30d-6f02-4c98-be1b-772b7c05d6b2
23.0,blue-collar,single,basic_9_years,No,No,Yes,cellular,105,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-07-14,2018,7,Saturday,3,107879,2012-11-04,19,3,787,6e52d9f4-7905-42c0-b4ec-66f492ddede7
44.0,blue-collar,married,basic_9_years,No,No,No,telephone,214,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-10-06,2018,10,Saturday,4,80265,2012-06-21,4,1,923,4d072ee3-df0e-44a6-a63c-e898d5ba1b7a
27.0,blue-collar,single,basic_9_years,No,Yes,No,cellular,189,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-12-23,2019,12,Monday,4,111268,2012-02-11,20,2,1054,84c41940-1799-43d6-94eb-7222acc96b92
31.0,management,married,university_degree,No,Yes,No,cellular,1397,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,1,2016-10-25,2016,10,Tuesday,4,153155,2012-08-01,29,0,882,21a34425-ce12-4f50-8c5b-bf9cbaedced0
40.0,entrepreneur,married,university_degree,No,No,No,cellular,550,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-08-15,2016,8,Monday,3,59406,2012-09-03,18,3,849,f69ac546-fd86-435b-aa71-9fb7bb984a61
27.0,technician,single,professional_course,No,No,No,cellular,331,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-01-28,2016,1,Thursday,1,170751,2012-04-09,13,3,996,34c20ed5-fa18-4db5-b711-e416a28deacd
43.0,admin.,married,high_school,No,No,No,cellular,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-05-29,2019,5,Wednesday,2,58989,2012-09-14,6,3,838,3a6bdb79-53e7-4389-b754-68f8bb5764cc
40.0,services,married,basic_6_years,No,Yes,No,cellular,137,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-08-14,2018,8,Tuesday,3,155638,2012-03-21,30,4,1015,4206621c-b73d-47a7-84bb-dde737047e63
49.0,technician,married,university_degree,No,Yes,No,cellular,333,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-05-29,2016,5,Sunday,2,41908,2012-03-31,4,1,1005,bd603b60-8341-4cff-aa0b-08b46c4a263c
35.0,blue-collar,married,high_school,No,No,No,telephone,44,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-10-13,2018,10,Saturday,4,10745,2012-12-25,32,2,736,2c138e16-2cbb-405a-8bba-7f1bc01c891f
32.0,management,single,university_degree,No,No,No,cellular,173,6,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2017-09-28,2017,9,Thursday,3,80403,2012-02-24,13,2,1041,6d3307e6-6cba-451b-a0fd-51d470bcd9f0
32.0,admin.,single,university_degree,No,,,cellular,209,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-12-14,2015,12,Monday,4,73200,2012-04-18,15,4,987,333cbe8c-e8f0-471f-981d-e8349378b3ce
25.0,blue-collar,single,high_school,No,No,No,cellular,122,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-08-30,2016,8,Tuesday,3,80926,2012-04-01,15,3,1004,1820874c-5c90-48a6-ab43-7a7c7bc7c737
40.0,entrepreneur,married,university_degree,No,Yes,No,cellular,238,3,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2015-12-19,2015,12,Saturday,4,86342,2012-02-03,13,3,1062,e5f2dec6-e5a9-4971-8608-f669ace6bc3d
33.0,blue-collar,single,basic_4_years,No,,,cellular,84,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-02-03,2019,2,Sunday,1,130296,2012-01-06,29,1,1090,1b14c9c3-9aec-4d4f-bd5b-98aadc4bd67b
45.0,unemployed,married,university_degree,No,Yes,No,telephone,363,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-03-29,2016,3,Tuesday,1,110599,2012-01-29,31,3,1067,1c31c5dd-2647-4d7f-90ca-8af10ec7b1e2
30.0,admin.,single,university_degree,No,No,No,cellular,64,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-01-23,2019,1,Wednesday,1,127498,2012-09-20,22,2,832,924e317a-14c2-41a5-ae19-3ecefa9372a1
26.0,admin.,single,high_school,No,No,No,cellular,226,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-11-27,2016,11,Sunday,4,35130,2012-01-01,23,3,1095,0a4d492a-fbec-4951-875e-257f217358ae
39.0,admin.,married,university_degree,No,No,No,cellular,97,3,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2019-02-28,2019,2,Thursday,1,155418,2012-05-23,19,3,952,3e25cb9b-5a66-47de-8189-a014ddb19748
39.0,services,divorced,high_school,No,Yes,No,cellular,247,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-06-21,2015,6,Sunday,2,151754,2012-11-24,13,2,767,9514d7c3-e43f-4597-a484-ec54ff5bbbac
27.0,blue-collar,single,basic_9_years,No,Yes,Yes,cellular,80,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-04-13,2018,4,Friday,2,161290,2012-05-25,17,2,950,b627deb5-4424-414f-a13b-8d2269edea3f
35.0,admin.,married,university_degree,No,No,No,cellular,141,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-01-18,2018,1,Thursday,1,156718,2012-09-04,29,3,848,bac41c58-56e2-46d1-8556-a23c240f7e23
28.0,admin.,married,university_degree,No,No,No,cellular,187,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-05-10,2015,5,Sunday,2,39658,2012-01-01,21,1,1095,403eeb89-aba9-485d-b588-3a1b854d278e
30.0,technician,married,professional_course,No,Yes,No,cellular,467,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-09-15,2019,9,Sunday,3,160132,2012-01-14,22,2,1082,00c9b2f8-686b-4f64-bddf-abd217a5ff36
49.0,management,married,university_degree,No,No,No,cellular,549,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-10-18,2018,10,Thursday,4,165018,2012-03-24,16,2,1012,d949940c-99e1-4612-b764-a85ad63bc259
28.0,admin.,single,high_school,No,No,Yes,cellular,254,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-12-08,2019,12,Sunday,4,58084,2012-06-25,10,2,919,0ad94c65-e528-4090-ad51-6fe34be85a91
26.0,blue-collar,single,high_school,No,Yes,No,cellular,460,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-07-02,2017,7,Sunday,3,179109,2012-12-29,31,1,732,1211b870-ce64-46de-8e65-dc1a9a6795bf
30.0,blue-collar,married,high_school,No,Yes,No,cellular,1153,3,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,1,2017-10-04,2017,10,Wednesday,4,173828,2012-08-20,24,1,863,2cbd7812-e437-403a-a298-ed7155636cb5
40.0,services,married,basic_6_years,No,No,No,cellular,247,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-01-12,2017,1,Thursday,1,118976,2012-05-14,20,0,961,3c5c21f7-8820-4a27-9df1-efd9483ad07c
35.0,entrepreneur,married,high_school,No,No,No,cellular,121,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-11-11,2019,11,Monday,4,56869,2012-09-17,9,4,835,96b2dd75-bd43-4b04-88f2-99e97f87ce06
27.0,admin.,single,high_school,No,Yes,Yes,cellular,138,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-01-20,2019,1,Sunday,1,72865,2012-12-19,25,2,742,2a9f1071-db60-432b-afb4-d8632e14a9f3
38.0,blue-collar,married,high_school,No,No,No,cellular,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-06-12,2016,6,Sunday,2,157202,2012-05-18,27,1,957,d65ca740-be58-442d-a92f-d27c5fc75207
56.0,services,divorced,high_school,No,Yes,No,cellular,354,2,999,0,nonexistent,1.4,93.918,-42.7,4.857,5228,0,2015-05-15,2015,5,Friday,2,66150,2012-11-18,7,0,773,b0fe0975-d877-45af-9048-ea3cf4485f48
35.0,technician,single,professional_course,No,Yes,No,cellular,154,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-06-11,2015,6,Thursday,2,126355,2012-12-07,19,1,754,232c67d5-dca2-44d7-ba4c-a16b3c16e0cc
30.0,admin.,single,university_degree,No,Yes,Yes,cellular,151,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-01-05,2015,1,Monday,1,107297,2012-02-14,15,4,1051,7cee14ed-6ca2-4063-943d-299c96f7c953
35.0,admin.,married,university_degree,No,Yes,Yes,cellular,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-07-22,2016,7,Friday,3,21257,2012-11-25,10,2,766,52506e3b-0b20-4f05-8ac5-0a79131f2a6d
35.0,blue-collar,married,high_school,No,Yes,Yes,telephone,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-09-23,2019,9,Monday,3,27120,2012-06-14,14,2,930,4ea617cb-f9a1-41b2-91bd-d918547185ba
35.0,admin.,single,university_degree,No,No,No,cellular,132,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-05-05,2015,5,Tuesday,2,117515,2012-01-25,19,2,1071,ebb08bef-cf9e-4705-85a4-43b591ae71f6
35.0,blue-collar,single,basic_9_years,No,Yes,No,cellular,126,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2017-01-24,2017,1,Tuesday,1,116570,2012-04-09,16,2,996,a32e204d-dd7e-46c3-9381-8f56ed8dfea6
50.0,admin.,divorced,basic_9_years,No,Yes,Yes,cellular,68,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-11-05,2019,11,Tuesday,4,14775,2012-11-04,26,0,787,79329aa8-76fc-4a55-80e0-f883154242fd
54.0,blue-collar,single,unknown,No,Yes,No,cellular,56,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-05-15,2019,5,Wednesday,2,109296,2012-09-07,11,3,845,4f80d1d4-704b-4752-af9d-4921aac30696
33.0,blue-collar,married,high_school,No,No,No,cellular,69,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-10-11,2018,10,Thursday,4,176995,2012-05-23,24,3,952,c5fa9ffb-c21c-4fe0-ac62-ac26a519a8af
32.0,admin.,single,university_degree,No,,,cellular,55,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-04-23,2015,4,Thursday,2,37620,2012-05-15,28,2,960,a8789b86-b88c-4a3c-bb6d-b81e7fd50862
31.0,services,married,high_school,No,No,No,cellular,650,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2015-05-15,2015,5,Friday,2,53665,2012-09-27,11,0,825,9a55f1ce-f423-488b-b3a9-693f8701c542
26.0,blue-collar,single,high_school,No,No,Yes,telephone,251,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-11-14,2016,11,Monday,4,69438,2012-01-16,9,3,1080,069f040a-db64-4435-a8cd-f4b5a8ecc6d9
39.0,admin.,married,university_degree,No,Yes,No,cellular,125,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-05-22,2019,5,Wednesday,2,142731,2012-04-16,28,1,989,b80c244b-0053-4f59-9e3c-68fe79708dce
39.0,admin.,married,high_school,No,Yes,Yes,cellular,183,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-10-18,2019,10,Friday,4,168308,2012-03-11,26,4,1025,52479f96-9ae4-40c0-8769-e829064b7422
40.0,services,married,basic_6_years,No,No,No,cellular,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-06-23,2018,6,Saturday,2,7790,2012-06-29,26,2,915,581d7014-a5a5-40c1-9386-de958bad46bc
40.0,blue-collar,married,basic_6_years,No,Yes,No,cellular,127,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2016-08-16,2016,8,Tuesday,3,73803,2012-06-29,3,1,915,08fb4154-77df-45f2-98de-759f667a4cb7
43.0,admin.,married,high_school,No,No,No,cellular,74,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-09-28,2018,9,Friday,3,164031,2012-09-19,7,3,833,d707fa9c-30fa-410c-b5f8-bd138bb17e18
29.0,management,single,university_degree,No,Yes,No,cellular,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-09-06,2018,9,Thursday,3,5996,2012-01-24,3,1,1072,7d6a237d-e793-401f-9fac-a11a590526cb
26.0,blue-collar,single,professional_course,No,No,No,cellular,74,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-06-03,2018,6,Sunday,2,135694,2012-04-22,22,2,983,f8c0cb4a-f21e-45c2-9c63-6801998771e8
39.0,blue-collar,single,basic_9_years,No,No,No,cellular,53,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-12-16,2018,12,Sunday,4,81458,2012-04-19,4,3,986,1ecc63c7-6735-4b86-8299-df8c21fee567
27.0,technician,married,professional_course,No,Yes,No,cellular,634,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-06-02,2019,6,Sunday,2,166423,2012-03-06,18,2,1030,1618ab04-3ace-4cf4-a040-4453021f941a
51.0,blue-collar,married,basic_4_years,No,Yes,Yes,cellular,297,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2018-04-17,2018,4,Tuesday,2,21402,2012-02-08,17,3,1057,e811e79d-a344-44e7-affa-be751aa9649d
54.0,blue-collar,single,unknown,No,Yes,No,cellular,213,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,0,2019-01-11,2019,1,Friday,1,87773,2012-11-24,17,2,767,f43c7739-311f-4481-be21-4af60a0e4836
